colis_id,poids_kg,volume_m3,fragilite_0_10,valeur_estimee_ar,delai_express,categorie_declaree,designation,profil_source
COL-0311,21.62,0.544,3,273000,1,Standard,Nattes et vannerie,volumineux_moyen
COL-0312,84.17,0.869,2,163000,0,Standard,Briques et matériaux,lourd_robuste
COL-0313,18.45,0.511,7,181000,0,Express,Jouets et articles ménagers,volumineux_moyen
COL-0314,5.0,0.488,2,40000,0,Standard,Cartons de vaisselle,volumineux_moyen
COL-0315,0.36,0.05,4,1061000,0,Fragile-Valeur,Lingots artisanat argent,leger_valeur
COL-0316,21.32,0.195,1,245000,0,Standard,Vêtements en balle,volumineux_moyen
COL-0317,0.48,0.028,6,116000,1,Express,Documents contractuels urgents,express_petit
COL-0318,1.89,0.015,8,586000,0,Fragile-Valeur,Montres et accessoires,leger_valeur
COL-0319,15.46,0.749,4,40000,0,Standard,Literie et couettes,volumineux_moyen
COL-0320,8.45,0.596,4,224000,0,Standard,Mobilier léger en bois,volumineux_moyen
COL-0321,2.1,0.062,9,183000,1,Express,Lingots artisanat argent,leger_valeur
COL-0322,2.51,0.036,8,40000,1,Fragile-Valeur,Vaccins et produits réfrigérés,express_petit
COL-0323,2.71,0.055,6,554000,1,Fragile-Valeur,Téléphones reconditionnés,leger_valeur
COL-0324,1.18,0.006,6,10000,1,Express,Vaccins et produits réfrigérés,express_petit
COL-0325,3.93,0.013,10,560000,0,Fragile-Valeur,Vanille Sambava,leger_valeur
COL-0326,101.8,0.576,1,174000,0,Standard,Engrais NPK,lourd_robuste
COL-0327,3.38,0.106,9,361000,0,Fragile-Valeur,Vanille Sambava,leger_valeur
COL-0328,38.87,0.9,0,100000,0,Standard,Bidons d'huile alimentaire,lourd_robuste
COL-0329,64.95,1.296,3,35000,0,Standard,Pièces détachées lourdes,lourd_robuste
COL-0330,14.77,0.703,3,267000,1,Standard,Jouets et articles ménagers,volumineux_moyen
COL-0331,76.21,0.343,0,110000,0,Standard,Bidons d'huile alimentaire,lourd_robuste
COL-0332,2.62,0.048,8,254000,0,Fragile-Valeur,Documents administratifs Tana,leger_valeur
COL-0333,4.53,0.055,6,200000,0,Fragile-Valeur,Girofle Fenoarivo,leger_valeur
COL-0334,3.24,0.03,10,471000,1,Fragile-Valeur,Composants électroniques,leger_valeur
COL-0335,77.27,0.939,2,215000,0,Standard,Sable et gravats conditionnés,lourd_robuste
COL-0336,89.69,0.952,3,92000,0,Standard,Ferraille et quincaillerie,lourd_robuste
COL-0337,11.98,0.515,1,141000,0,Express,Literie et couettes,volumineux_moyen
COL-0338,26.2,0.675,4,113000,0,Standard,Vêtements en balle,volumineux_moyen
COL-0339,97.87,1.351,3,142000,0,Express,Ferraille et quincaillerie,lourd_robuste
COL-0340,0.05,0.045,7,184000,1,Express,Montres et accessoires,leger_valeur
COL-0341,3.64,0.094,6,107000,1,Express,Téléphones reconditionnés,leger_valeur
COL-0342,52.48,1.144,0,65000,0,Standard,Briques et matériaux,lourd_robuste
COL-0343,3.19,2.33,0,62000,0,Fragile-Valeur,Matériel de laboratoire fragile,outlier
COL-0344,13.34,0.351,4,205000,0,Standard,Nattes et vannerie,volumineux_moyen
COL-0345,21.91,1.178,2,173000,0,Standard,Barres de fer,lourd_robuste
COL-0346,3.48,0.083,9,1031000,1,Fragile-Valeur,Lingots artisanat argent,leger_valeur
COL-0347,0.13,0.008,7,2991000,0,Fragile-Valeur,Instrument de musique,outlier
COL-0348,0.66,0.016,7,164000,1,Express,Pièces d'avion / aéronautique légère,express_petit
COL-0349,29.58,1.058,2,105000,0,Standard,Briques et matériaux,lourd_robuste
COL-0350,30.57,0.47,4,167000,0,Standard,Barres de fer,lourd_robuste
COL-0351,20.0,0.756,0,134000,0,Standard,Riz 50kg,lourd_robuste
COL-0352,0.41,0.002,6,142000,1,Express,Courrier recommandé urgent,express_petit
COL-0353,0.05,0.032,7,138000,1,Fragile-Valeur,Montres et accessoires,leger_valeur
COL-0354,64.88,0.498,1,228000,0,Standard,Sacs de ciment,lourd_robuste
COL-0355,0.42,0.018,5,71000,1,Express,Pièces détachées moto urgentes,express_petit
COL-0356,1.82,0.005,5,887000,0,Fragile-Valeur,Documents administratifs Tana,leger_valeur
COL-0357,68.27,1.502,0,151000,0,Standard,Engrais NPK,lourd_robuste
COL-0358,1.37,0.034,9,100000,1,Standard,Colis pharmacie de garde,express_petit
COL-0359,80.8,0.866,2,274000,0,Standard,Pièces détachées lourdes,lourd_robuste
COL-0360,95.01,0.757,1,198000,0,Standard,Barres de fer,lourd_robuste
COL-0361,3.22,0.024,5,871000,0,Fragile-Valeur,Échantillons pharmaceutiques,leger_valeur
COL-0362,13.3,0.433,1,181000,0,Standard,Rideaux et tissus d'ameublement,volumineux_moyen
COL-0363,73.28,0.3,3,216000,0,Standard,Sacs de ciment,lourd_robuste
COL-0364,1.9,0.069,4,579000,0,Fragile-Valeur,Montres et accessoires,leger_valeur
COL-0365,2.9,0.1,8,506000,0,Fragile-Valeur,Girofle Fenoarivo,leger_valeur
COL-0366,1.58,0.012,8,550000,0,Fragile-Valeur,Documents administratifs Tana,leger_valeur
COL-0367,81.94,1.199,0,142000,0,Standard,Pièces détachées lourdes,lourd_robuste
COL-0368,5.0,0.568,4,64000,0,Standard,Jouets et articles ménagers,volumineux_moyen
COL-0369,70.58,0.936,2,175000,0,Standard,Sacs de ciment,lourd_robuste
COL-0370,1.67,0.019,6,91000,1,Express,Pièces informatiques SAV,express_petit
COL-0371,3.16,0.049,8,1073000,1,Fragile-Valeur,Vanille Sambava,leger_valeur
COL-0372,0.58,0.002,4,130000,1,Express,Colis pharmacie de garde,express_petit
COL-0373,54.64,0.905,0,179000,0,Standard,Sacs de ciment,lourd_robuste
COL-0374,52.49,0.87,1,247000,0,Standard,Sable et gravats conditionnés,lourd_robuste
COL-0375,19.76,0.345,4,183000,0,Standard,Rouleaux de tissu imprimé,volumineux_moyen
COL-0376,72.74,1.362,0,117000,0,Standard,Riz 50kg,lourd_robuste
COL-0377,2.53,0.005,7,87000,1,Express,Courrier recommandé urgent,express_petit
COL-0378,6.09,0.064,7,720000,0,Fragile-Valeur,Documents administratifs Tana,leger_valeur
COL-0379,2.79,0.005,7,195000,1,Fragile-Valeur,Pièces horlogères,leger_valeur
COL-0380,0.67,0.017,10,550000,1,Fragile-Valeur,Girofle Fenoarivo,leger_valeur
COL-0381,1.35,0.028,6,424000,0,Fragile-Valeur,Pièces horlogères,leger_valeur
COL-0382,75.59,0.915,8,901000,0,Standard,Instrument de musique,outlier
COL-0383,2.47,0.045,10,728000,0,Fragile-Valeur,Échantillons pharmaceutiques,leger_valeur
COL-0384,9.48,0.743,5,83000,0,Standard,Literie et couettes,volumineux_moyen
COL-0385,0.44,0.002,7,10000,1,Express,Pièces informatiques SAV,express_petit
COL-0386,3.78,0.025,5,776000,1,Fragile-Valeur,Lingots artisanat argent,leger_valeur
COL-0387,14.92,0.532,3,154000,0,Fragile-Valeur,Rideaux et tissus d'ameublement,volumineux_moyen
COL-0388,3.34,0.054,5,393000,0,Fragile-Valeur,Échantillons pharmaceutiques,leger_valeur
COL-0389,59.19,0.831,1,255000,0,Standard,Bidons d'huile alimentaire,lourd_robuste
COL-0390,3.84,0.038,10,362000,0,Standard,Montres et accessoires,leger_valeur
COL-0391,9.86,0.682,5,221000,0,Standard,Jouets et articles ménagers,volumineux_moyen
COL-0392,0.92,0.02,8,37000,1,Express,Colis pharmacie de garde,express_petit
COL-0393,1.43,0.01,6,58000,1,Express,Pièces d'avion / aéronautique légère,express_petit
COL-0394,57.43,0.587,1,222000,0,Standard,Sacs de ciment,lourd_robuste
COL-0395,59.9,1.163,3,53000,0,Standard,Sacs de manioc séché,lourd_robuste
COL-0396,0.55,0.033,5,48000,1,Express,Médicaments urgents,express_petit
COL-0397,0.76,0.027,7,83000,1,Express,Kits de dépannage véhicule,express_petit
COL-0398,20.13,0.269,4,55000,0,Standard,Mobilier léger en bois,volumineux_moyen
COL-0399,83.91,0.964,1,154000,1,Standard,Sacs de ciment,lourd_robuste
COL-0400,76.1,0.901,1,182000,0,Standard,Bidons d'huile alimentaire,lourd_robuste
COL-0401,74.36,1.52,2,115000,0,Standard,Tôles galvanisées,lourd_robuste
COL-0402,6.02,0.496,4,131000,0,Standard,Sacs de café en vrac,volumineux_moyen
COL-0403,0.05,0.023,6,202000,1,Express,Pièces détachées moto urgentes,express_petit
COL-0404,80.4,0.599,2,104000,0,Standard,Pièces détachées lourdes,lourd_robuste
COL-0405,0.41,0.006,9,5118000,0,Standard,Antiquité / objet d'art,outlier
COL-0406,0.46,0.007,10,5749000,0,Standard,Groupe électrogène,outlier
COL-0407,19.85,0.503,4,235000,0,Standard,Vêtements en balle,volumineux_moyen
COL-0408,14.4,0.418,4,74000,0,Standard,Sacs de café en vrac,volumineux_moyen
COL-0409,89.35,1.122,2,58000,0,Standard,Bidons d'huile alimentaire,lourd_robuste
COL-0410,80.42,0.928,1,55000,0,Standard,Sacs de ciment,lourd_robuste
COL-0411,106.18,0.979,0,125000,0,Standard,Pièces détachées lourdes,lourd_robuste
COL-0412,2.92,0.096,7,161000,1,Fragile-Valeur,Composants électroniques,leger_valeur
COL-0413,52.93,0.808,2,89000,0,Standard,Barres de fer,lourd_robuste
COL-0414,34.01,0.656,3,354000,1,Standard,Rideaux et tissus d'ameublement,volumineux_moyen
COL-0415,39.94,0.516,1,160000,0,Fragile-Valeur,Pièces détachées lourdes,lourd_robuste
COL-0416,26.35,0.171,5,102000,1,Fragile-Valeur,Articles de maroquinerie,volumineux_moyen
COL-0417,70.07,0.551,3,145000,0,Standard,Ferraille et quincaillerie,lourd_robuste
COL-0418,2.13,0.105,5,168000,0,Fragile-Valeur,Lingots artisanat argent,leger_valeur
COL-0419,1.92,0.023,8,1229000,0,Standard,Composants électroniques,leger_valeur
COL-0420,8.7,0.451,4,285000,0,Standard,Articles de maroquinerie,volumineux_moyen
COL-0421,0.63,0.058,7,966000,1,Fragile-Valeur,Lingots artisanat argent,leger_valeur
COL-0422,2.17,0.002,3,195000,1,Express,Kits de dépannage véhicule,express_petit
COL-0423,0.47,0.003,8,4220000,1,Standard,Groupe électrogène,outlier
COL-0424,2.62,0.045,6,348000,0,Fragile-Valeur,Échantillons pharmaceutiques,leger_valeur
COL-0425,0.89,0.022,6,270000,1,Express,Analyses médicales,express_petit
COL-0426,3.32,0.055,7,1176000,0,Fragile-Valeur,Bijouterie artisanale,leger_valeur
COL-0427,54.69,0.554,1,111000,0,Standard,Sacs de charbon,lourd_robuste
COL-0428,3.61,0.097,9,544000,1,Fragile-Valeur,Pièces horlogères,leger_valeur
COL-0429,64.97,0.952,2,97000,0,Standard,Barres de fer,lourd_robuste
COL-0430,0.65,0.015,4,111000,1,Express,Kits de dépannage véhicule,express_petit
COL-0431,27.52,0.471,2,82000,0,Standard,Articles de maroquinerie,volumineux_moyen
COL-0432,2.32,0.086,10,243000,1,Standard,Vanille Sambava,leger_valeur
COL-0433,19.6,0.531,4,224000,0,Standard,Rouleaux de tissu imprimé,volumineux_moyen
COL-0434,0.98,0.041,4,175000,1,Express,Kits de dépannage véhicule,express_petit
COL-0435,0.05,0.017,6,452000,1,Fragile-Valeur,Téléphones reconditionnés,leger_valeur
COL-0436,5.0,0.682,7,87000,0,Standard,Chaussures en carton,volumineux_moyen
COL-0437,89.65,1.028,0,89000,0,Standard,Engrais NPK,lourd_robuste
COL-0438,23.62,0.939,1,207000,0,Standard,Barres de fer,lourd_robuste
COL-0439,4.53,0.103,7,578000,0,Fragile-Valeur,Montres et accessoires,leger_valeur
COL-0440,26.19,0.556,1,188000,1,Standard,Cartons de vaisselle,volumineux_moyen
COL-0441,3.37,0.006,9,687000,1,Fragile-Valeur,Girofle Fenoarivo,leger_valeur
COL-0442,30.83,0.623,2,288000,0,Standard,Cartons de vaisselle,volumineux_moyen
COL-0443,43.52,1.028,2,208000,0,Standard,Sacs de charbon,lourd_robuste
COL-0444,88.51,0.985,2,117000,0,Standard,Pièces détachées lourdes,lourd_robuste
COL-0445,23.84,0.628,4,322000,0,Standard,Chaussures en carton,volumineux_moyen
COL-0446,48.21,0.48,7,1950000,1,Standard,Instrument de musique,outlier
COL-0447,0.05,0.027,7,429000,1,Standard,Montres et accessoires,leger_valeur
COL-0448,21.8,0.889,4,268000,0,Standard,Cartons de vaisselle,volumineux_moyen
COL-0449,0.32,0.01,5,4852000,0,Express,Cargaison mixte non répertoriée,outlier
COL-0450,23.43,0.59,3,81000,1,Standard,Cartons de vaisselle,volumineux_moyen
COL-0451,39.47,1.416,0,162000,0,Standard,Tôles galvanisées,lourd_robuste
COL-0452,1.65,0.069,9,517000,0,Fragile-Valeur,Vanille Sambava,leger_valeur
COL-0453,22.08,0.812,4,40000,0,Standard,Rideaux et tissus d'ameublement,volumineux_moyen
COL-0454,3.02,0.039,8,769000,0,Fragile-Valeur,Documents administratifs Tana,leger_valeur
COL-0455,0.35,0.002,7,131000,1,Standard,Courrier recommandé urgent,express_petit
COL-0456,73.4,1.129,1,164000,0,Standard,Barres de fer,lourd_robuste
COL-0457,0.73,0.031,7,205000,1,Express,Pièces informatiques SAV,express_petit
COL-0458,68.28,1.082,1,75000,0,Standard,Sacs de charbon,lourd_robuste
COL-0459,80.2,0.461,10,1522000,1,Standard,Groupe électrogène,outlier
COL-0460,75.2,1.115,1,146000,1,Standard,Barres de fer,lourd_robuste
COL-0461,87.16,0.922,2,220000,0,Standard,Ferraille et quincaillerie,lourd_robuste
COL-0462,0.94,0.06,8,433000,1,Fragile-Valeur,Vanille Sambava,leger_valeur
COL-0463,3.72,0.102,6,636000,0,Express,Téléphones reconditionnés,leger_valeur
COL-0464,8.9,0.905,4,285000,1,Standard,Sacs de café en vrac,volumineux_moyen
COL-0465,55.63,1.261,1,42000,0,Fragile-Valeur,Pièces détachées lourdes,lourd_robuste
COL-0466,20.0,1.76,0,120000,0,Standard,Bidons d'huile alimentaire,lourd_robuste
COL-0467,1.27,0.025,6,351000,0,Fragile-Valeur,Bijouterie artisanale,leger_valeur
COL-0468,9.32,0.584,6,122000,1,Fragile-Valeur,Jouets et articles ménagers,volumineux_moyen
COL-0469,0.54,0.014,4,135000,1,Express,Colis pharmacie de garde,express_petit
COL-0470,94.13,0.58,0,115000,0,Standard,Sacs de charbon,lourd_robuste
COL-0471,41.11,1.436,2,129000,0,Standard,Sacs de charbon,lourd_robuste
COL-0472,1.03,0.018,4,112000,1,Express,Courrier recommandé urgent,express_petit
COL-0473,62.26,1.145,0,85000,0,Standard,Sacs de charbon,lourd_robuste
COL-0474,28.35,0.782,2,220000,0,Standard,Sacs de café en vrac,volumineux_moyen
COL-0475,18.09,0.583,2,161000,0,Standard,Literie et couettes,volumineux_moyen
COL-0476,1.04,0.027,4,23000,1,Express,Colis pharmacie de garde,express_petit
COL-0477,11.73,0.297,5,175000,0,Standard,Rideaux et tissus d'ameublement,volumineux_moyen
COL-0478,91.14,0.3,2,133000,0,Standard,Pièces détachées lourdes,lourd_robuste
COL-0479,16.65,0.704,4,340000,0,Standard,Cartons de vaisselle,volumineux_moyen
COL-0480,43.32,1.296,1,96000,0,Standard,Sacs de ciment,lourd_robuste
COL-0481,1.8,0.047,7,224000,1,Fragile-Valeur,Bijouterie artisanale,leger_valeur
COL-0482,50.71,0.879,0,133000,0,Standard,Tôles galvanisées,lourd_robuste
COL-0483,19.18,0.663,2,223000,0,Standard,Articles de maroquinerie,volumineux_moyen
COL-0484,0.87,0.047,6,317000,1,Fragile-Valeur,Vanille Sambava,leger_valeur
COL-0485,9.25,0.609,5,350000,1,Standard,Sacs de café en vrac,volumineux_moyen
COL-0486,2.52,0.041,9,424000,1,Fragile-Valeur,Composants électroniques,leger_valeur
COL-0487,2.23,0.011,6,100000,1,Express,Pièces d'avion / aéronautique légère,express_petit
COL-0488,29.4,0.532,4,86000,0,Standard,Jouets et articles ménagers,volumineux_moyen
COL-0489,29.89,0.815,3,46000,0,Standard,Barres de fer,lourd_robuste
COL-0490,0.39,0.046,3,10000,1,Express,Kits de dépannage véhicule,express_petit
COL-0491,2.82,0.033,7,147000,0,Fragile-Valeur,Girofle Fenoarivo,leger_valeur
COL-0492,72.08,0.826,9,1675000,0,Standard,Matériel de laboratoire fragile,outlier
COL-0493,2.17,0.114,7,770000,0,Fragile-Valeur,Bijouterie artisanale,leger_valeur
COL-0494,105.42,1.109,2,215000,0,Standard,Briques et matériaux,lourd_robuste
COL-0495,0.46,0.035,8,349000,1,Fragile-Valeur,Colis notariés,leger_valeur
COL-0496,0.79,0.137,4,315000,0,Fragile-Valeur,Bijouterie artisanale,leger_valeur
COL-0497,82.46,0.896,1,54000,0,Standard,Tôles galvanisées,lourd_robuste
COL-0498,5.59,0.582,2,40000,0,Standard,Textile lamba et tissus,volumineux_moyen
COL-0499,1.17,0.003,5,22000,1,Express,Pièces d'avion / aéronautique légère,express_petit
COL-0500,1.86,0.114,8,527000,1,Fragile-Valeur,Téléphones reconditionnés,leger_valeur
