colis_id,poids_kg,volume_m3,fragilite_0_10,valeur_estimee_ar,delai_express,categorie_declaree,designation,profil_source
LOT-L-0320,64.82,0.881,2,93768,0,C,Sacs de riz,lourd_robuste
LOT-L-0321,90.31,0.706,0,147821,0,C,Briques et materiaux,lourd_robuste
LOT-L-0322,2.85,0.146,7,4361987,1,A,Bijouterie artisanale,leger_valeur
LOT-L-0323,17.61,0.258,3,86877,0,B,Textile lamba et tissus,volumineux_moyen
LOT-L-0324,70.3,0.706,3,40673,0,C,Toles galvanisees,lourd_robuste
LOT-L-0325,42.3,0.9,1,96913,0,C,Sacs de riz,lourd_robuste
LOT-L-0326,73.11,1.143,3,149935,0,C,Toles galvanisees,lourd_robuste
LOT-L-0327,1.94,0.068,9,1281835,1,A,Documents admin Tana,leger_valeur
LOT-L-0328,8.59,0.853,2,220200,1,B,Chaussures en carton,volumineux_moyen
LOT-L-0329,16.15,0.352,2,164989,0,B,Textile lamba et tissus,volumineux_moyen
LOT-L-0330,12.58,0.348,3,141615,0,B,Textile lamba et tissus,volumineux_moyen
LOT-L-0331,76.62,1.101,1,89470,1,C,Sacs de riz,lourd_robuste
LOT-L-0332,15.83,0.727,2,185645,1,B,Chaussures en carton,volumineux_moyen
LOT-L-0333,1.9,0.01,7,134868,1,B,Colis pharmacie de garde,express_petit
LOT-L-0334,75.58,0.602,1,186251,0,C,Sacs de riz,lourd_robuste
LOT-L-0335,103.6,0.676,0,192494,0,C,Briques et materiaux,lourd_robuste
LOT-L-0336,69.59,0.569,1,112068,0,C,Sacs de riz,lourd_robuste
LOT-L-0337,88.54,1.262,1,178687,0,C,Briques et materiaux,lourd_robuste
LOT-L-0338,1.62,0.117,7,1503678,1,A,Bijouterie artisanale,leger_valeur
LOT-L-0339,9.91,0.498,3,138467,0,B,Textile lamba et tissus,volumineux_moyen
LOT-L-0340,1.18,0.122,9,538310,1,A,Bijouterie artisanale,leger_valeur
LOT-L-0341,44.56,0.773,2,153873,0,C,Sacs de riz,lourd_robuste
LOT-L-0342,16.94,0.263,5,244028,0,B,Textile lamba et tissus,volumineux_moyen
LOT-L-0343,44.74,0.612,1,81838,1,C,Sacs de riz,lourd_robuste
LOT-L-0344,46.54,1.406,2,229905,0,C,Sacs de riz,lourd_robuste
LOT-L-0345,1.59,0.046,3,21429,1,B,Colis pharmacie de garde,express_petit
LOT-L-0346,2.5,0.019,8,756959,1,A,Documents admin Tana,leger_valeur
LOT-L-0347,23.48,0.575,5,270113,1,B,Chaussures en carton,volumineux_moyen
LOT-L-0348,12.08,0.931,4,156724,0,B,Chaussures en carton,volumineux_moyen
LOT-L-0349,3.29,0.027,8,1546251,0,A,Documents admin Tana,leger_valeur
LOT-L-0350,6.75,0.537,5,114573,0,B,Chaussures en carton,volumineux_moyen
LOT-L-0351,71.54,1.382,0,150269,0,C,Sacs de riz,lourd_robuste
LOT-L-0352,2.02,0.02,7,273398,1,B,Colis pharmacie de garde,express_petit
LOT-L-0353,3.39,0.037,9,691498,0,A,Bijouterie artisanale,leger_valeur
LOT-L-0354,16.04,0.8,3,46249,0,B,Textile lamba et tissus,volumineux_moyen
LOT-L-0355,4.17,0.074,7,960139,0,A,Documents admin Tana,leger_valeur
LOT-L-0356,69.51,1.355,0,106163,0,C,Briques et materiaux,lourd_robuste
LOT-L-0357,3.64,0.074,7,1975247,0,A,Documents admin Tana,leger_valeur
LOT-L-0358,49.97,1.354,2,121016,0,C,Toles galvanisees,lourd_robuste
LOT-L-0359,72.81,1.902,1,1204042,0,C,Instrument de musique,outlier
LOT-L-0360,1.41,0.019,9,872160,0,A,Documents admin Tana,leger_valeur
LOT-L-0361,53.28,0.733,2,97133,0,C,Briques et materiaux,lourd_robuste
LOT-L-0362,102.83,0.936,2,163703,0,C,Briques et materiaux,lourd_robuste
LOT-L-0363,1.96,0.027,9,2981275,0,A,Composants electroniques,leger_valeur
LOT-L-0364,19.14,0.671,6,197079,0,B,Chaussures en carton,volumineux_moyen
LOT-L-0365,12.57,0.8,4,76767,1,B,Chaussures en carton,volumineux_moyen
LOT-L-0366,105.1,1.859,5,167911,0,C,Instrument de musique,outlier
LOT-L-0367,1.49,0.05,8,794950,1,A,Documents admin Tana,leger_valeur
LOT-L-0368,7.88,0.028,8,2980590,0,A,Composants electroniques,leger_valeur
LOT-L-0369,2.87,0.041,7,3140049,1,A,Bijouterie artisanale,leger_valeur
LOT-L-0370,0.77,0.069,10,1595347,0,A,Bijouterie artisanale,leger_valeur
LOT-L-0371,8.97,0.394,5,226760,0,B,Textile lamba et tissus,volumineux_moyen
LOT-L-0372,0.8,0.025,3,164617,1,B,Colis pharmacie de garde,express_petit
LOT-L-0373,1.02,0.03,10,1549764,0,A,Bijouterie artisanale,leger_valeur
LOT-L-0374,11.76,0.989,5,26249,0,B,Chaussures en carton,volumineux_moyen
LOT-L-0375,2.26,0.012,3,183588,1,B,Colis pharmacie de garde,express_petit
LOT-L-0376,2.99,0.075,9,1056300,0,A,Documents admin Tana,leger_valeur
LOT-L-0377,0.78,0.088,10,1488405,1,A,Bijouterie artisanale,leger_valeur
LOT-L-0378,74.38,2.236,5,1107321,0,C,Instrument de musique,outlier
LOT-L-0379,78.54,1.438,1,1093149,0,C,Instrument de musique,outlier
LOT-L-0380,4.3,0.108,9,682255,0,A,Composants electroniques,leger_valeur
LOT-L-0381,18.05,0.39,5,31696,0,B,Textile lamba et tissus,volumineux_moyen
LOT-L-0382,21.74,0.673,3,60700,1,B,Chaussures en carton,volumineux_moyen
LOT-L-0383,2.36,0.063,7,1660987,1,A,Documents admin Tana,leger_valeur
LOT-L-0384,1.22,0.029,6,310267,1,B,Colis pharmacie de garde,express_petit
LOT-L-0385,12.9,0.89,2,273245,0,B,Chaussures en carton,volumineux_moyen
LOT-L-0386,1.79,0.033,3,406984,1,B,Colis pharmacie de garde,express_petit
LOT-L-0387,88.61,1.389,1,61187,0,C,Sacs de riz,lourd_robuste
LOT-L-0388,61.11,1.34,0,127603,0,C,Briques et materiaux,lourd_robuste
LOT-L-0389,44.35,1.112,2,122404,0,C,Sacs de riz,lourd_robuste
LOT-L-0390,79.33,1.185,3,79496,0,C,Sacs de riz,lourd_robuste
LOT-L-0391,3.12,0.078,7,721532,0,A,Documents admin Tana,leger_valeur
LOT-L-0392,7.07,0.107,9,1407869,1,A,Composants electroniques,leger_valeur
